 time           time           v(p)           v(s0)          v(s1)          v(w_mem)       v(n)          
 5.6561451e-04  5.6561451e-04  1.9628455e+00  1.3171822e-05  1.3217501e-05  5.0000857e-01  9.9125364e-03 
 5.6566451e-04  5.6566451e-04  1.9565762e+00  1.3316329e-05  1.3362510e-05  5.0000866e-01  9.8808777e-03 
 5.6571451e-04  5.6571451e-04  1.9498242e+00  1.3460761e-05  1.3507443e-05  5.0000876e-01  9.8467811e-03 
 5.6576451e-04  5.6576451e-04  1.9425910e+00  1.3605111e-05  1.3652294e-05  5.0000885e-01  9.8102550e-03 
 5.6581451e-04  5.6581451e-04  1.9348786e+00  1.3749373e-05  1.3797057e-05  5.0000894e-01  9.7713083e-03 
 5.6586451e-04  5.6586451e-04  1.9266888e+00  1.3893539e-05  1.3941723e-05  5.0000904e-01  9.7299506e-03 
 5.6591451e-04  5.6591451e-04  1.9180235e+00  1.4037602e-05  1.4086286e-05  5.0000913e-01  9.6861923e-03 
 5.6596451e-04  5.6596451e-04  1.9088851e+00  1.4181554e-05  1.4230738e-05  5.0000923e-01  9.6400439e-03 
 5.6601451e-04  5.6601451e-04  1.8992756e+00  1.4325387e-05  1.4375071e-05  5.0000932e-01  9.5915171e-03 
 5.6606451e-04  5.6606451e-04  1.8891975e+00  1.4469094e-05  1.4519276e-05  5.0000941e-01  9.5406236e-03 
 5.6611451e-04  5.6611451e-04  1.8786533e+00  1.4612666e-05  1.4663346e-05  5.0000951e-01  9.4873761e-03 
 5.6616451e-04  5.6616451e-04  1.8676456e+00  1.4756092e-05  1.4807271e-05  5.0000960e-01  9.4317877e-03 
 5.6621451e-04  5.6621451e-04  1.8561770e+00  1.4899366e-05  1.4951041e-05  5.0000969e-01  9.3738722e-03 
 5.6626451e-04  5.6626451e-04  1.8442505e+00  1.5042475e-05  1.5094647e-05  5.0000979e-01  9.3136437e-03 
 5.6631451e-04  5.6631451e-04  1.8318689e+00  1.5185410e-05  1.5238079e-05  5.0000988e-01  9.2511173e-03 
 5.6636451e-04  5.6636451e-04  1.8190354e+00  1.5328161e-05  1.5381325e-05  5.0000997e-01  9.1863082e-03 
 5.6641451e-04  5.6641451e-04  1.8057530e+00  1.5470716e-05  1.5524375e-05  5.0001006e-01  9.1192325e-03 
 5.6646451e-04  5.6646451e-04  1.7920251e+00  1.5613063e-05  1.5667216e-05  5.0001016e-01  9.0499068e-03 
 5.6651451e-04  5.6651451e-04  1.7778550e+00  1.5755189e-05  1.5809836e-05  5.0001025e-01  8.9783481e-03 
 5.6656451e-04  5.6656451e-04  1.7632462e+00  1.5897082e-05  1.5952221e-05  5.0001034e-01  8.9045741e-03 
 5.6661451e-04  5.6661451e-04  1.7482025e+00  1.6038728e-05  1.6094359e-05  5.0001043e-01  8.8286030e-03 
 5.6666451e-04  5.6666451e-04  1.7327273e+00  1.6180112e-05  1.6236233e-05  5.0001053e-01  8.7504535e-03 
 5.6671451e-04  5.6671451e-04  1.7168247e+00  1.6321218e-05  1.6377829e-05  5.0001062e-01  8.6701450e-03 
 5.6676451e-04  5.6676451e-04  1.7004984e+00  1.6462032e-05  1.6519132e-05  5.0001071e-01  8.5876972e-03 
 5.6681451e-04  5.6681451e-04  1.6837526e+00  1.6602534e-05  1.6660122e-05  5.0001080e-01  8.5031305e-03 
 5.6686451e-04  5.6686451e-04  1.6665913e+00  1.6742709e-05  1.6800783e-05  5.0001089e-01  8.4164657e-03 
 5.6691451e-04  5.6691451e-04  1.6490188e+00  1.6882536e-05  1.6941096e-05  5.0001098e-01  8.3277243e-03 
 5.6696451e-04  5.6696451e-04  1.6310395e+00  1.7021997e-05  1.7081040e-05  5.0001107e-01  8.2369281e-03 
 5.6701451e-04  5.6701451e-04  1.6126577e+00  1.7161069e-05  1.7220595e-05  5.0001116e-01  8.1440995e-03 
 5.6706451e-04  5.6706451e-04  1.5938780e+00  1.7299730e-05  1.7359738e-05  5.0001125e-01  8.0492614e-03 
 5.6711451e-04  5.6711451e-04  1.5747050e+00  1.7437957e-05  1.7498445e-05  5.0001134e-01  7.9524373e-03 
 5.6716451e-04  5.6716451e-04  1.5551435e+00  1.7575725e-05  1.7636691e-05  5.0001143e-01  7.8536510e-03 
 5.6721451e-04  5.6721451e-04  1.5351984e+00  1.7713009e-05  1.7774451e-05  5.0001152e-01  7.7529268e-03 
 5.6726451e-04  5.6726451e-04  1.5148744e+00  1.7849779e-05  1.7911696e-05  5.0001161e-01  7.6502898e-03 
 5.6731451e-04  5.6731451e-04  1.4941766e+00  1.7986007e-05  1.8048397e-05  5.0001170e-01  7.5457650e-03 
 5.6736451e-04  5.6736451e-04  1.4731102e+00  1.8121662e-05  1.8184523e-05  5.0001179e-01  7.4393785e-03 
 5.6741451e-04  5.6741451e-04  1.4516803e+00  1.8256712e-05  1.8320042e-05  5.0001188e-01  7.3311563e-03 
 5.6746451e-04  5.6746451e-04  1.4298922e+00  1.8391121e-05  1.8454918e-05  5.0001196e-01  7.2211252e-03 
 5.6751451e-04  5.6751451e-04  1.4077514e+00  1.8524855e-05  1.8589115e-05  5.0001205e-01  7.1093124e-03 
 5.6756451e-04  5.6756451e-04  1.3852632e+00  1.8657873e-05  1.8722595e-05  5.0001214e-01  6.9957454e-03 
 5.6761451e-04  5.6761451e-04  1.3624332e+00  1.8790136e-05  1.8855317e-05  5.0001222e-01  6.8804523e-03 
 5.6766451e-04  5.6766451e-04  1.3392670e+00  1.8921601e-05  1.8987238e-05  5.0001231e-01  6.7634615e-03 
 5.6771451e-04  5.6771451e-04  1.3157704e+00  1.9052222e-05  1.9118313e-05  5.0001239e-01  6.6448019e-03 
 5.6776451e-04  5.6776451e-04  1.2919491e+00  1.9181954e-05  1.9248495e-05  5.0001248e-01  6.5245027e-03 
 5.6781451e-04  5.6781451e-04  1.2678091e+00  1.9310744e-05  1.9377733e-05  5.0001256e-01  6.4025936e-03 
 5.6786451e-04  5.6786451e-04  1.2433563e+00  1.9438542e-05  1.9505974e-05  5.0001265e-01  6.2791047e-03 
 5.6791451e-04  5.6791451e-04  1.2185966e+00  1.9565291e-05  1.9633163e-05  5.0001273e-01  6.1540666e-03 
 5.6796451e-04  5.6796451e-04  1.1935363e+00  1.9690934e-05  1.9759242e-05  5.0001281e-01  6.0275099e-03 
 5.6801451e-04  5.6801451e-04  1.1681816e+00  1.9815408e-05  1.9884148e-05  5.0001289e-01  5.8994660e-03 
 5.6806451e-04  5.6806451e-04  1.1425386e+00  1.9938651e-05  2.0007819e-05  5.0001297e-01  5.7699664e-03 
 5.6811451e-04  5.6811451e-04  1.1166136e+00  2.0060594e-05  2.0130185e-05  5.0001305e-01  5.6390432e-03 
 5.6816451e-04  5.6816451e-04  1.0904132e+00  2.0181168e-05  2.0251178e-05  5.0001313e-01  5.5067285e-03 
 5.6821451e-04  5.6821451e-04  1.0639438e+00  2.0300298e-05  2.0370722e-05  5.0001321e-01  5.3730551e-03 
 5.6826451e-04  5.6826451e-04  1.0372118e+00  2.0417908e-05  2.0488740e-05  5.0001328e-01  5.2380559e-03 
 5.6831451e-04  5.6831451e-04  1.0102239e+00  2.0533917e-05  2.0605152e-05  5.0001336e-01  5.1017643e-03 
 5.6836451e-04  5.6836451e-04  9.8298674e-01  2.0648242e-05  2.0719873e-05  5.0001343e-01  4.9642138e-03 
 5.6841451e-04  5.6841451e-04  9.5550706e-01  2.0760795e-05  2.0832816e-05  5.0001351e-01  4.8254384e-03 
 5.6846451e-04  5.6846451e-04  9.2779161e-01  2.0871485e-05  2.0943891e-05  5.0001358e-01  4.6854724e-03 
 5.6851451e-04  5.6851451e-04  8.9984725e-01  2.0980219e-05  2.1053003e-05  5.0001365e-01  4.5443502e-03 
 5.6856451e-04  5.6856451e-04  8.7168086e-01  2.1086900e-05  2.1160054e-05  5.0001372e-01  4.4021068e-03 
 5.6861451e-04  5.6861451e-04  8.4329940e-01  2.1191427e-05  2.1264943e-05  5.0001379e-01  4.2587771e-03 
 5.6866451e-04  5.6866451e-04  8.1470987e-01  2.1293696e-05  2.1367567e-05  5.0001385e-01  4.1143966e-03 
 5.6871451e-04  5.6871451e-04  7.8591932e-01  2.1393601e-05  2.1467819e-05  5.0001392e-01  3.9690009e-03 
 5.6876451e-04  5.6876451e-04  7.5693486e-01  2.1491033e-05  2.1565590e-05  5.0001398e-01  3.8226258e-03 
 5.6881451e-04  5.6881451e-04  7.2776363e-01  2.1585881e-05  2.1660767e-05  5.0001404e-01  3.6753075e-03 
 5.6886451e-04  5.6886451e-04  6.9841284e-01  2.1678030e-05  2.1753236e-05  5.0001410e-01  3.5270824e-03 
 5.6891451e-04  5.6891451e-04  6.6888973e-01  2.1767365e-05  2.1842880e-05  5.0001416e-01  3.3779869e-03 
 5.6896451e-04  5.6896451e-04  6.3920158e-01  2.1853768e-05  2.1929584e-05  5.0001422e-01  3.2280579e-03 
 5.6901451e-04  5.6901451e-04  6.0935571e-01  2.1937121e-05  2.2013226e-05  5.0001427e-01  3.0773324e-03 
 5.6906451e-04  5.6906451e-04  5.7935949e-01  2.2017306e-05  2.2093689e-05  5.0001432e-01  2.9258476e-03 
 5.6911451e-04  5.6911451e-04  5.4922033e-01  2.2094202e-05  2.2170852e-05  5.0001437e-01  2.7736408e-03 
 5.6916451e-04  5.6916451e-04  5.1894566e-01  2.2167692e-05  2.2244597e-05  5.0001442e-01  2.6207497e-03 
 5.6921451e-04  5.6921451e-04  4.8854294e-01  2.2237657e-05  2.2314805e-05  5.0001447e-01  2.4672118e-03 
 5.6926451e-04  5.6926451e-04  4.5801968e-01  2.2303981e-05  2.2381359e-05  5.0001451e-01  2.3130652e-03 
 5.6931451e-04  5.6931451e-04  4.2738341e-01  2.2366551e-05  2.2444146e-05  5.0001455e-01  2.1583478e-03 
 5.6936451e-04  5.6936451e-04  3.9664170e-01  2.2425255e-05  2.2503054e-05  5.0001459e-01  2.0030979e-03 
 5.6941451e-04  5.6941451e-04  3.6580211e-01  2.2479987e-05  2.2557976e-05  5.0001462e-01  1.8473536e-03 
 5.6946451e-04  5.6946451e-04  3.3487227e-01  2.2530643e-05  2.2608809e-05  5.0001466e-01  1.6911536e-03 
 5.6951451e-04  5.6951451e-04  3.0385981e-01  2.2577127e-05  2.2655454e-05  5.0001469e-01  1.5345362e-03 
 5.6956451e-04  5.6956451e-04  2.7277237e-01  2.2619346e-05  2.2697819e-05  5.0001471e-01  1.3775402e-03 
 5.6961451e-04  5.6961451e-04  2.4161763e-01  2.2657216e-05  2.2735820e-05  5.0001474e-01  1.2202043e-03 
 5.6966451e-04  5.6966451e-04  2.1040328e-01  2.2690658e-05  2.2769378e-05  5.0001476e-01  1.0625673e-03 
 5.6971451e-04  5.6971451e-04  1.7913701e-01  2.2719602e-05  2.2798423e-05  5.0001478e-01  9.0466811e-04 
 5.6976451e-04  5.6976451e-04  1.4782654e-01  2.2743987e-05  2.2822893e-05  5.0001480e-01  7.4654568e-04 
 5.6981451e-04  5.6981451e-04  1.1647960e-01  2.2763760e-05  2.2842734e-05  5.0001481e-01  5.8823905e-04 
 5.6986451e-04  5.6986451e-04  8.5103915e-02  2.2778878e-05  2.2857905e-05  5.0001482e-01  4.2978726e-04 
 5.6991451e-04  5.6991451e-04  5.3707235e-02  2.2789308e-05  2.2868371e-05  5.0001482e-01  2.7122942e-04 
 5.6996451e-04  5.6996451e-04  2.2297304e-02  2.2795027e-05  2.2874109e-05  5.0001483e-01  1.1260466e-04 
 5.7001451e-04  5.7001451e-04 -9.1181293e-03  2.2796021e-05  2.2875108e-05  5.0001483e-01 -4.6047892e-05 
 5.7006451e-04  5.7006451e-04 -4.0531313e-02  2.2792290e-05  2.2871363e-05  5.0001483e-01 -2.0468908e-04 
 5.7011451e-04  5.7011451e-04 -7.1934495e-02  2.2783840e-05  2.2862884e-05  5.0001482e-01 -3.6327976e-04 
 5.7016451e-04  5.7016451e-04 -1.0331993e-01  2.2770691e-05  2.2849690e-05  5.0001481e-01 -5.2178080e-04 
 5.7021451e-04  5.7021451e-04 -1.3467987e-01  2.2752872e-05  2.2831809e-05  5.0001480e-01 -6.8015309e-04 
 5.7026451e-04  5.7026451e-04 -1.6600658e-01  2.2730421e-05  2.2809280e-05  5.0001479e-01 -8.3835754e-04 
 5.7031451e-04  5.7031451e-04 -1.9729233e-01  2.2703388e-05  2.2782153e-05  5.0001477e-01 -9.9635514e-04 
 5.7036451e-04  5.7036451e-04 -2.2852941e-01  2.2671830e-05  2.2750485e-05  5.0001475e-01 -1.1541069e-03 
 5.7041451e-04  5.7041451e-04 -2.5971009e-01  2.2635813e-05  2.2714343e-05  5.0001473e-01 -1.3115738e-03 
 5.7046451e-04  5.7046451e-04 -2.9082670e-01  2.2595412e-05  2.2673802e-05  5.0001470e-01 -1.4687172e-03 
 5.7051451e-04  5.7051451e-04 -3.2187155e-01  2.2550710e-05  2.2628945e-05  5.0001467e-01 -1.6254981e-03 
 5.7056451e-04  5.7056451e-04 -3.5283698e-01  2.2501795e-05  2.2579860e-05  5.0001464e-01 -1.7818779e-03 
 5.7061451e-04  5.7061451e-04 -3.8371536e-01  2.2448763e-05  2.2526644e-05  5.0001460e-01 -1.9378180e-03 
 5.7066451e-04  5.7066451e-04 -4.1449906e-01  2.2391714e-05  2.2469396e-05  5.0001457e-01 -2.0932800e-03 
 5.7071451e-04  5.7071451e-04 -4.4518048e-01  2.2330753e-05  2.2408224e-05  5.0001453e-01 -2.2482255e-03 
 5.7076451e-04  5.7076451e-04 -4.7575207e-01  2.2265991e-05  2.2343237e-05  5.0001448e-01 -2.4026162e-03 
 5.7081451e-04  5.7081451e-04 -5.0620627e-01  2.2197539e-05  2.2274548e-05  5.0001444e-01 -2.5564141e-03 
 5.7086451e-04  5.7086451e-04 -5.3653557e-01  2.2125513e-05  2.2202272e-05  5.0001439e-01 -2.7095811e-03 
 5.7091451e-04  5.7091451e-04 -5.6673250e-01  2.2050031e-05  2.2126528e-05  5.0001434e-01 -2.8620796e-03 
 5.7096451e-04  5.7096451e-04 -5.9678958e-01  2.1971210e-05  2.2047433e-05  5.0001429e-01 -3.0138719e-03 
 5.7101451e-04  5.7101451e-04 -6.2669942e-01  2.1889169e-05  2.1965108e-05  5.0001424e-01 -3.1649204e-03 
 5.7106451e-04  5.7106451e-04 -6.5645463e-01  2.1804028e-05  2.1879671e-05  5.0001418e-01 -3.3151881e-03 
 5.7111451e-04  5.7111451e-04 -6.8604787e-01  2.1715906e-05  2.1791243e-05  5.0001413e-01 -3.4646377e-03 
 5.7116451e-04  5.7116451e-04 -7.1547184e-01  2.1624920e-05  2.1699941e-05  5.0001407e-01 -3.6132325e-03 
 5.7121451e-04  5.7121451e-04 -7.4471928e-01  2.1531187e-05  2.1605883e-05  5.0001401e-01 -3.7609356e-03 
 5.7126451e-04  5.7126451e-04 -7.7378296e-01  2.1434822e-05  2.1509183e-05  5.0001394e-01 -3.9077108e-03 
 5.7131451e-04  5.7131451e-04 -8.0265573e-01  2.1335936e-05  2.1409954e-05  5.0001388e-01 -4.0535218e-03 
 5.7136451e-04  5.7136451e-04 -8.3133046e-01  2.1234641e-05  2.1308307e-05  5.0001381e-01 -4.1983325e-03 
 5.7141451e-04  5.7141451e-04 -8.5980006e-01  2.1131044e-05  2.1204351e-05  5.0001375e-01 -4.3421073e-03 
 5.7146451e-04  5.7146451e-04 -8.8805753e-01  2.1025250e-05  2.1098189e-05  5.0001368e-01 -4.4848108e-03 
 5.7151451e-04  5.7151451e-04 -9.1609588e-01  2.0917360e-05  2.0989925e-05  5.0001361e-01 -4.6264076e-03 
 5.7156451e-04  5.7156451e-04 -9.4390819e-01  2.0807473e-05  2.0879657e-05  5.0001354e-01 -4.7668629e-03 
 5.7161451e-04  5.7161451e-04 -9.7148761e-01  2.0695685e-05  2.0767481e-05  5.0001346e-01 -4.9061419e-03 
 5.7166451e-04  5.7166451e-04 -9.9882733e-01  2.0582088e-05  2.0653489e-05  5.0001339e-01 -5.0442104e-03 
 5.7171451e-04  5.7171451e-04 -1.0259206e+00  2.0466770e-05  2.0537770e-05  5.0001331e-01 -5.1810343e-03 
 5.7176451e-04  5.7176451e-04 -1.0527608e+00  2.0349816e-05  2.0420410e-05  5.0001324e-01 -5.3165798e-03 
 5.7181451e-04  5.7181451e-04 -1.0793411e+00  2.0231308e-05  2.0301491e-05  5.0001316e-01 -5.4508134e-03 
 5.7186451e-04  5.7186451e-04 -1.1056552e+00  2.0111325e-05  2.0181092e-05  5.0001308e-01 -5.5837021e-03 
 5.7191451e-04  5.7191451e-04 -1.1316965e+00  1.9989941e-05  2.0059287e-05  5.0001300e-01 -5.7152130e-03 
 5.7196451e-04  5.7196451e-04 -1.1574585e+00  1.9867230e-05  1.9936149e-05  5.0001292e-01 -5.8453138e-03 
 5.7201451e-04  5.7201451e-04 -1.1829350e+00  1.9743258e-05  1.9811748e-05  5.0001284e-01 -5.9739722e-03 
 5.7206451e-04  5.7206451e-04 -1.2081196e+00  1.9618092e-05  1.9686147e-05  5.0001276e-01 -6.1011566e-03 
 5.7211451e-04  5.7211451e-04 -1.2330061e+00  1.9491795e-05  1.9559411e-05  5.0001268e-01 -6.2268356e-03 
 5.7216451e-04  5.7216451e-04 -1.2575884e+00  1.9364424e-05  1.9431599e-05  5.0001260e-01 -6.3509782e-03 
 5.7221451e-04  5.7221451e-04 -1.2818604e+00  1.9236038e-05  1.9302767e-05  5.0001251e-01 -6.4735537e-03 
 5.7226451e-04  5.7226451e-04 -1.3058161e+00  1.9106689e-05  1.9172969e-05  5.0001243e-01 -6.5945319e-03 
 5.7231451e-04  5.7231451e-04 -1.3294496e+00  1.8976430e-05  1.9042257e-05  5.0001234e-01 -6.7138829e-03 
 5.7236451e-04  5.7236451e-04 -1.3527551e+00  1.8845307e-05  1.8910680e-05  5.0001226e-01 -6.8315774e-03 
 5.7241451e-04  5.7241451e-04 -1.3757268e+00  1.8713368e-05  1.8778283e-05  5.0001217e-01 -6.9475862e-03 
 5.7246451e-04  5.7246451e-04 -1.3983591e+00  1.8580656e-05  1.8645110e-05  5.0001209e-01 -7.0618808e-03 
 5.7251451e-04  5.7251451e-04 -1.4206464e+00  1.8447213e-05  1.8511203e-05  5.0001200e-01 -7.1744329e-03 
 5.7256451e-04  5.7256451e-04 -1.4425831e+00  1.8313077e-05  1.8376602e-05  5.0001191e-01 -7.2852148e-03 
 5.7261451e-04  5.7261451e-04 -1.4641639e+00  1.8178286e-05  1.8241343e-05  5.0001183e-01 -7.3941991e-03 
 5.7266451e-04  5.7266451e-04 -1.4853834e+00  1.8042876e-05  1.8105463e-05  5.0001174e-01 -7.5013589e-03 
 5.7271451e-04  5.7271451e-04 -1.5062365e+00  1.7906879e-05  1.7968994e-05  5.0001165e-01 -7.6066679e-03 
 5.7276451e-04  5.7276451e-04 -1.5267179e+00  1.7770327e-05  1.7831968e-05  5.0001156e-01 -7.7101000e-03 
 5.7281451e-04  5.7281451e-04 -1.5468226e+00  1.7633250e-05  1.7694415e-05  5.0001147e-01 -7.8116297e-03 
 5.7286451e-04  5.7286451e-04 -1.5665456e+00  1.7495677e-05  1.7556364e-05  5.0001138e-01 -7.9112320e-03 
 5.7291451e-04  5.7291451e-04 -1.5858822e+00  1.7357634e-05  1.7417842e-05  5.0001129e-01 -8.0088822e-03 
 5.7296451e-04  5.7296451e-04 -1.6048274e+00  1.7219147e-05  1.7278874e-05  5.0001120e-01 -8.1045564e-03 
 5.7301451e-04  5.7301451e-04 -1.6233767e+00  1.7080240e-05  1.7139485e-05  5.0001111e-01 -8.1982308e-03 
 5.7306451e-04  5.7306451e-04 -1.6415254e+00  1.6940935e-05  1.6999696e-05  5.0001102e-01 -8.2898824e-03 
 5.7311451e-04  5.7311451e-04 -1.6592691e+00  1.6801254e-05  1.6859531e-05  5.0001093e-01 -8.3794885e-03 
 5.7316451e-04  5.7316451e-04 -1.6766034e+00  1.6661218e-05  1.6719009e-05  5.0001084e-01 -8.4670271e-03 
 5.7321451e-04  5.7321451e-04 -1.6935240e+00  1.6520846e-05  1.6578149e-05  5.0001075e-01 -8.5524766e-03 
 5.7326451e-04  5.7326451e-04 -1.7100268e+00  1.6380156e-05  1.6436971e-05  5.0001066e-01 -8.6358158e-03 
 5.7331451e-04  5.7331451e-04 -1.7261077e+00  1.6239165e-05  1.6295491e-05  5.0001056e-01 -8.7170243e-03 
 5.7336451e-04  5.7336451e-04 -1.7417626e+00  1.6097891e-05  1.6153727e-05  5.0001047e-01 -8.7960819e-03 
 5.7341451e-04  5.7341451e-04 -1.7569878e+00  1.5956349e-05  1.6011693e-05  5.0001038e-01 -8.8729691e-03 
 5.7346451e-04  5.7346451e-04 -1.7717795e+00  1.5814554e-05  1.5869405e-05  5.0001029e-01 -8.9476671e-03 
 5.7351451e-04  5.7351451e-04 -1.7861341e+00  1.5672519e-05  1.5726878e-05  5.0001020e-01 -9.0201574e-03 
 5.7356451e-04  5.7356451e-04 -1.8000479e+00  1.5530258e-05  1.5584123e-05  5.0001010e-01 -9.0904220e-03 
 5.7361451e-04  5.7361451e-04 -1.8135176e+00  1.5387785e-05  1.5441155e-05  5.0001001e-01 -9.1584437e-03 
 5.7366451e-04  5.7366451e-04 -1.8265399e+00  1.5245111e-05  1.5297986e-05  5.0000992e-01 -9.2242056e-03 
 5.7371451e-04  5.7371451e-04 -1.8391114e+00  1.5102247e-05  1.5154626e-05  5.0000982e-01 -9.2876916e-03 
 5.7376451e-04  5.7376451e-04 -1.8512292e+00  1.4959205e-05  1.5011088e-05  5.0000973e-01 -9.3488859e-03 
 5.7381451e-04  5.7381451e-04 -1.8628903e+00  1.4815995e-05  1.4867380e-05  5.0000964e-01 -9.4077735e-03 
 5.7386451e-04  5.7386451e-04 -1.8740916e+00  1.4672627e-05  1.4723515e-05  5.0000954e-01 -9.4643399e-03 
 5.7391451e-04  5.7391451e-04 -1.8848306e+00  1.4529111e-05  1.4579501e-05  5.0000945e-01 -9.5185711e-03 
 5.7396451e-04  5.7396451e-04 -1.8951046e+00  1.4385456e-05  1.4435347e-05  5.0000936e-01 -9.5704537e-03 
 5.7401451e-04  5.7401451e-04 -1.9049109e+00  1.4241671e-05  1.4291062e-05  5.0000926e-01 -9.6199749e-03 
 5.7406451e-04  5.7406451e-04 -1.9142473e+00  1.4097763e-05  1.4146655e-05  5.0000917e-01 -9.6671225e-03 
 5.7411451e-04  5.7411451e-04 -1.9231113e+00  1.3953742e-05  1.4002134e-05  5.0000908e-01 -9.7118848e-03 
 5.7416451e-04  5.7416451e-04 -1.9315008e+00  1.3809614e-05  1.3857506e-05  5.0000898e-01 -9.7542509e-03 
 5.7421451e-04  5.7421451e-04 -1.9394138e+00  1.3665388e-05  1.3712779e-05  5.0000889e-01 -9.7942103e-03 
 5.7426451e-04  5.7426451e-04 -1.9468482e+00  1.3521070e-05  1.3567961e-05  5.0000880e-01 -9.8317530e-03 
 5.7431451e-04  5.7431451e-04 -1.9538023e+00  1.3376668e-05  1.3423057e-05  5.0000870e-01 -9.8668699e-03 
 5.7436451e-04  5.7436451e-04 -1.9602743e+00  1.3232188e-05  1.3278075e-05  5.0000861e-01 -9.8995523e-03 
 5.7441451e-04  5.7441451e-04 -1.9662627e+00  1.3087636e-05  1.3133022e-05  5.0000851e-01 -9.9297921e-03 
 5.7446451e-04  5.7446451e-04 -1.9717658e+00  1.2943019e-05  1.2987903e-05  5.0000842e-01 -9.9575819e-03 
 5.7451451e-04  5.7451451e-04 -1.9767825e+00  1.2798344e-05  1.2842725e-05  5.0000833e-01 -9.9829148e-03 
 5.7456451e-04  5.7456451e-04 -1.9813115e+00  1.2653615e-05  1.2697494e-05  5.0000823e-01 -1.0005785e-02 
 5.7461451e-04  5.7461451e-04 -1.9853516e+00  1.2508839e-05  1.2552216e-05  5.0000814e-01 -1.0026185e-02 
 5.7466451e-04  5.7466451e-04 -1.9889018e+00  1.2364022e-05  1.2406896e-05  5.0000804e-01 -1.0044113e-02 
 5.7471451e-04  5.7471451e-04 -1.9919613e+00  1.2219169e-05  1.2261540e-05  5.0000795e-01 -1.0059561e-02 
 5.7476451e-04  5.7476451e-04 -1.9945293e+00  1.2074286e-05  1.2116154e-05  5.0000785e-01 -1.0072528e-02 
 5.7481451e-04  5.7481451e-04 -1.9966052e+00  1.1929378e-05  1.1970743e-05  5.0000776e-01 -1.0083010e-02 
 5.7486451e-04  5.7486451e-04 -1.9981885e+00  1.1784450e-05  1.1825312e-05  5.0000767e-01 -1.0091004e-02 
 5.7491451e-04  5.7491451e-04 -1.9992788e+00  1.1639508e-05  1.1679867e-05  5.0000757e-01 -1.0096508e-02 
 5.7496451e-04  5.7496451e-04 -1.9998757e+00  1.1494557e-05  1.1534413e-05  5.0000748e-01 -1.0099520e-02 
 5.7501451e-04  5.7501451e-04 -1.9999792e+00  1.1349602e-05  1.1388955e-05  5.0000738e-01 -1.0100041e-02 
 5.7506451e-04  5.7506451e-04 -1.9995893e+00  1.1204649e-05  1.1243499e-05  5.0000729e-01 -1.0098070e-02 
 5.7511451e-04  5.7511451e-04 -1.9987059e+00  1.1059703e-05  1.1098049e-05  5.0000719e-01 -1.0093607e-02 
 5.7516451e-04  5.7516451e-04 -1.9973295e+00  1.0914769e-05  1.0952612e-05  5.0000710e-01 -1.0086654e-02 
 5.7521451e-04  5.7521451e-04 -1.9954602e+00  1.0769852e-05  1.0807192e-05  5.0000701e-01 -1.0077212e-02 
 5.7526451e-04  5.7526451e-04 -1.9930985e+00  1.0624957e-05  1.0661795e-05  5.0000691e-01 -1.0065284e-02 
 5.7531451e-04  5.7531451e-04 -1.9902451e+00  1.0480091e-05  1.0516426e-05  5.0000682e-01 -1.0050872e-02 
 5.7536451e-04  5.7536451e-04 -1.9869007e+00  1.0335259e-05  1.0371090e-05  5.0000672e-01 -1.0033981e-02 
 5.7541451e-04  5.7541451e-04 -1.9830660e+00  1.0190465e-05  1.0225794e-05  5.0000663e-01 -1.0014613e-02 
 5.7546451e-04  5.7546451e-04 -1.9787420e+00  1.0045717e-05  1.0080543e-05  5.0000653e-01 -9.9927750e-03 
 5.7551451e-04  5.7551451e-04 -1.9739298e+00  9.9010184e-06  9.9353427e-06  5.0000644e-01 -9.9684712e-03 
 5.7556451e-04  5.7556451e-04 -1.9686305e+00  9.7563768e-06  9.7901990e-06  5.0000635e-01 -9.9417077e-03 
 5.7561451e-04  5.7561451e-04 -1.9628455e+00  9.6117976e-06  9.6451179e-06  5.0000625e-01 -9.9124914e-03 
 5.7566451e-04  5.7566451e-04 -1.9565762e+00  9.4672873e-06  9.5001059e-06  5.0000616e-01 -9.8808292e-03 
 5.7571451e-04  5.7571451e-04 -1.9498242e+00  9.3228521e-06  9.3551694e-06  5.0000606e-01 -9.8467292e-03 
 5.7576451e-04  5.7576451e-04 -1.9425910e+00  9.1784987e-06  9.2103149e-06  5.0000597e-01 -9.8101996e-03 
 5.7581451e-04  5.7581451e-04 -1.9348786e+00  9.0342339e-06  9.0655493e-06  5.0000588e-01 -9.7712495e-03 
 5.7586451e-04  5.7586451e-04 -1.9266888e+00  8.8900649e-06  8.9208798e-06  5.0000578e-01 -9.7298885e-03 
 5.7591451e-04  5.7591451e-04 -1.9180235e+00  8.7459989e-06  8.7763138e-06  5.0000569e-01 -9.6861269e-03 
 5.7596451e-04  5.7596451e-04 -1.9088851e+00  8.6020435e-06  8.6318587e-06  5.0000560e-01 -9.6399753e-03 
 5.7601451e-04  5.7601451e-04 -1.8992756e+00  8.4582068e-06  8.4875227e-06  5.0000550e-01 -9.5914453e-03 
 5.7606451e-04  5.7606451e-04 -1.8891975e+00  8.3144969e-06  8.3433140e-06  5.0000541e-01 -9.5405487e-03 
 5.7611451e-04  5.7611451e-04 -1.8786533e+00  8.1709225e-06  8.1992411e-06  5.0000532e-01 -9.4872981e-03 
