 time           time           v(p)           v(s0)          v(s1)          v(w_mem)       v(n)          
 2.9286451e-04  2.9286451e-04 -1.5665456e+00  1.7501853e-05  1.7562583e-05  5.0001139e-01 -7.9112321e-03 
 2.9291451e-04  2.9291451e-04 -1.5858822e+00  1.7363810e-05  1.7424061e-05  5.0001130e-01 -8.0088823e-03 
 2.9296451e-04  2.9296451e-04 -1.6048274e+00  1.7225323e-05  1.7285093e-05  5.0001121e-01 -8.1045564e-03 
 2.9301451e-04  2.9301451e-04 -1.6233767e+00  1.7086415e-05  1.7145703e-05  5.0001112e-01 -8.1982309e-03 
 2.9306451e-04  2.9306451e-04 -1.6415254e+00  1.6947110e-05  1.7005915e-05  5.0001102e-01 -8.2898825e-03 
 2.9311451e-04  2.9311451e-04 -1.6592691e+00  1.6807430e-05  1.6865749e-05  5.0001093e-01 -8.3794886e-03 
 2.9316451e-04  2.9316451e-04 -1.6766034e+00  1.6667393e-05  1.6725227e-05  5.0001084e-01 -8.4670272e-03 
 2.9321451e-04  2.9321451e-04 -1.6935240e+00  1.6527021e-05  1.6584368e-05  5.0001075e-01 -8.5524767e-03 
 2.9326451e-04  2.9326451e-04 -1.7100268e+00  1.6386331e-05  1.6443189e-05  5.0001066e-01 -8.6358159e-03 
 2.9331451e-04  2.9331451e-04 -1.7261077e+00  1.6245341e-05  1.6301710e-05  5.0001057e-01 -8.7170243e-03 
 2.9336451e-04  2.9336451e-04 -1.7417626e+00  1.6104067e-05  1.6159945e-05  5.0001048e-01 -8.7960819e-03 
 2.9341451e-04  2.9341451e-04 -1.7569878e+00  1.5962525e-05  1.6017912e-05  5.0001038e-01 -8.8729692e-03 
 2.9346451e-04  2.9346451e-04 -1.7717795e+00  1.5820729e-05  1.5875624e-05  5.0001029e-01 -8.9476672e-03 
 2.9351451e-04  2.9351451e-04 -1.7861341e+00  1.5678695e-05  1.5733096e-05  5.0001020e-01 -9.0201574e-03 
 2.9356451e-04  2.9356451e-04 -1.8000479e+00  1.5536434e-05  1.5590342e-05  5.0001011e-01 -9.0904221e-03 
 2.9361451e-04  2.9361451e-04 -1.8135176e+00  1.5393961e-05  1.5447374e-05  5.0001001e-01 -9.1584437e-03 
 2.9366451e-04  2.9366451e-04 -1.8265399e+00  1.5251286e-05  1.5304204e-05  5.0000992e-01 -9.2242057e-03 
 2.9371451e-04  2.9371451e-04 -1.8391114e+00  1.5108423e-05  1.5160845e-05  5.0000983e-01 -9.2876916e-03 
 2.9376451e-04  2.9376451e-04 -1.8512292e+00  1.4965381e-05  1.5017306e-05  5.0000974e-01 -9.3488860e-03 
 2.9381451e-04  2.9381451e-04 -1.8628903e+00  1.4822171e-05  1.4873599e-05  5.0000964e-01 -9.4077736e-03 
 2.9386451e-04  2.9386451e-04 -1.8740916e+00  1.4678803e-05  1.4729734e-05  5.0000955e-01 -9.4643400e-03 
 2.9391451e-04  2.9391451e-04 -1.8848306e+00  1.4535287e-05  1.4585719e-05  5.0000946e-01 -9.5185712e-03 
 2.9396451e-04  2.9396451e-04 -1.8951046e+00  1.4391632e-05  1.4441566e-05  5.0000936e-01 -9.5704538e-03 
 2.9401451e-04  2.9401451e-04 -1.9049109e+00  1.4247846e-05  1.4297281e-05  5.0000927e-01 -9.6199750e-03 
 2.9406451e-04  2.9406451e-04 -1.9142473e+00  1.4103939e-05  1.4152874e-05  5.0000917e-01 -9.6671226e-03 
 2.9411451e-04  2.9411451e-04 -1.9231113e+00  1.3959917e-05  1.4008353e-05  5.0000908e-01 -9.7118849e-03 
 2.9416451e-04  2.9416451e-04 -1.9315008e+00  1.3815790e-05  1.3863725e-05  5.0000899e-01 -9.7542510e-03 
 2.9421451e-04  2.9421451e-04 -1.9394138e+00  1.3671564e-05  1.3718998e-05  5.0000889e-01 -9.7942103e-03 
 2.9426451e-04  2.9426451e-04 -1.9468482e+00  1.3527246e-05  1.3574179e-05  5.0000880e-01 -9.8317531e-03 
 2.9431451e-04  2.9431451e-04 -1.9538023e+00  1.3382844e-05  1.3429276e-05  5.0000871e-01 -9.8668700e-03 
 2.9436451e-04  2.9436451e-04 -1.9602743e+00  1.3238363e-05  1.3284294e-05  5.0000861e-01 -9.8995524e-03 
 2.9441451e-04  2.9441451e-04 -1.9662627e+00  1.3093812e-05  1.3139240e-05  5.0000852e-01 -9.9297922e-03 
 2.9446451e-04  2.9446451e-04 -1.9717658e+00  1.2949195e-05  1.2994122e-05  5.0000842e-01 -9.9575820e-03 
 2.9451451e-04  2.9451451e-04 -1.9767825e+00  1.2804519e-05  1.2848944e-05  5.0000833e-01 -9.9829149e-03 
 2.9456451e-04  2.9456451e-04 -1.9813115e+00  1.2659791e-05  1.2703713e-05  5.0000824e-01 -1.0005785e-02 
 2.9461451e-04  2.9461451e-04 -1.9853516e+00  1.2515015e-05  1.2558435e-05  5.0000814e-01 -1.0026186e-02 
 2.9466451e-04  2.9466451e-04 -1.9889018e+00  1.2370198e-05  1.2413115e-05  5.0000805e-01 -1.0044113e-02 
 2.9471451e-04  2.9471451e-04 -1.9919613e+00  1.2225345e-05  1.2267759e-05  5.0000795e-01 -1.0059562e-02 
 2.9476451e-04  2.9476451e-04 -1.9945293e+00  1.2080461e-05  1.2122373e-05  5.0000786e-01 -1.0072528e-02 
 2.9481451e-04  2.9481451e-04 -1.9966052e+00  1.1935553e-05  1.1976961e-05  5.0000776e-01 -1.0083010e-02 
 2.9486451e-04  2.9486451e-04 -1.9981885e+00  1.1790625e-05  1.1831530e-05  5.0000767e-01 -1.0091004e-02 
 2.9491451e-04  2.9491451e-04 -1.9992788e+00  1.1645683e-05  1.1686085e-05  5.0000758e-01 -1.0096508e-02 
 2.9496451e-04  2.9496451e-04 -1.9998757e+00  1.1500732e-05  1.1540631e-05  5.0000748e-01 -1.0099520e-02 
 2.9501451e-04  2.9501451e-04 -1.9999792e+00  1.1355778e-05  1.1395173e-05  5.0000739e-01 -1.0100041e-02 
 2.9506451e-04  2.9506451e-04 -1.9995893e+00  1.1210825e-05  1.1249717e-05  5.0000729e-01 -1.0098070e-02 
 2.9511451e-04  2.9511451e-04 -1.9987059e+00  1.1065878e-05  1.1104268e-05  5.0000720e-01 -1.0093607e-02 
 2.9516451e-04  2.9516451e-04 -1.9973295e+00  1.0920944e-05  1.0958830e-05  5.0000710e-01 -1.0086654e-02 
 2.9521451e-04  2.9521451e-04 -1.9954602e+00  1.0776027e-05  1.0813410e-05  5.0000701e-01 -1.0077212e-02 
 2.9526451e-04  2.9526451e-04 -1.9930985e+00  1.0631133e-05  1.0668013e-05  5.0000692e-01 -1.0065284e-02 
 2.9531451e-04  2.9531451e-04 -1.9902451e+00  1.0486267e-05  1.0522644e-05  5.0000682e-01 -1.0050872e-02 
 2.9536451e-04  2.9536451e-04 -1.9869007e+00  1.0341434e-05  1.0377309e-05  5.0000673e-01 -1.0033981e-02 
 2.9541451e-04  2.9541451e-04 -1.9830660e+00  1.0196641e-05  1.0232013e-05  5.0000663e-01 -1.0014613e-02 
 2.9546451e-04  2.9546451e-04 -1.9787420e+00  1.0051892e-05  1.0086762e-05  5.0000654e-01 -9.9927751e-03 
 2.9551451e-04  2.9551451e-04 -1.9739298e+00  9.9071940e-06  9.9415612e-06  5.0000644e-01 -9.9684712e-03 
 2.9556451e-04  2.9556451e-04 -1.9686305e+00  9.7625523e-06  9.7964174e-06  5.0000635e-01 -9.9417078e-03 
 2.9561451e-04  2.9561451e-04 -1.9628455e+00  9.6179732e-06  9.6513364e-06  5.0000626e-01 -9.9124914e-03 
 2.9566451e-04  2.9566451e-04 -1.9565762e+00  9.4734628e-06  9.5063244e-06  5.0000616e-01 -9.8808293e-03 
 2.9571451e-04  2.9571451e-04 -1.9498242e+00  9.3290276e-06  9.3613879e-06  5.0000607e-01 -9.8467293e-03 
 2.9576451e-04  2.9576451e-04 -1.9425910e+00  9.1846742e-06  9.2165334e-06  5.0000597e-01 -9.8101997e-03 
 2.9581451e-04  2.9581451e-04 -1.9348786e+00  9.0404095e-06  9.0717678e-06  5.0000588e-01 -9.7712496e-03 
 2.9586451e-04  2.9586451e-04 -1.9266888e+00  8.8962404e-06  8.9270983e-06  5.0000579e-01 -9.7298886e-03 
 2.9591451e-04  2.9591451e-04 -1.9180235e+00  8.7521744e-06  8.7825323e-06  5.0000569e-01 -9.6861270e-03 
 2.9596451e-04  2.9596451e-04 -1.9088851e+00  8.6082191e-06  8.6380772e-06  5.0000560e-01 -9.6399754e-03 
 2.9601451e-04  2.9601451e-04 -1.8992756e+00  8.4643823e-06  8.4937412e-06  5.0000551e-01 -9.5914453e-03 
 2.9606451e-04  2.9606451e-04 -1.8891975e+00  8.3206725e-06  8.3495324e-06  5.0000541e-01 -9.5405488e-03 
 2.9611451e-04  2.9611451e-04 -1.8786533e+00  8.1770980e-06  8.2054596e-06  5.0000532e-01 -9.4872982e-03 
 2.9616451e-04  2.9616451e-04 -1.8676456e+00  8.0336680e-06  8.0615317e-06  5.0000523e-01 -9.4317068e-03 
 2.9621451e-04  2.9621451e-04 -1.8561770e+00  7.8903918e-06  7.9177582e-06  5.0000513e-01 -9.3737884e-03 
 2.9626451e-04  2.9626451e-04 -1.8442505e+00  7.7472793e-06  7.7741489e-06  5.0000504e-01 -9.3135571e-03 
 2.9631451e-04  2.9631451e-04 -1.8318689e+00  7.6043407e-06  7.6307141e-06  5.0000495e-01 -9.2510278e-03 
 2.9636451e-04  2.9636451e-04 -1.8190354e+00  7.4615868e-06  7.4874647e-06  5.0000485e-01 -9.1862160e-03 
 2.9641451e-04  2.9641451e-04 -1.8057530e+00  7.3190289e-06  7.3444120e-06  5.0000476e-01 -9.1191377e-03 
 2.9646451e-04  2.9646451e-04 -1.7920251e+00  7.1766790e-06  7.2015679e-06  5.0000467e-01 -9.0498094e-03 
 2.9651451e-04  2.9651451e-04 -1.7778550e+00  7.0345495e-06  7.0589450e-06  5.0000458e-01 -8.9782482e-03 
 2.9656451e-04  2.9656451e-04 -1.7632462e+00  6.8926534e-06  6.9165564e-06  5.0000448e-01 -8.9044718e-03 
 2.9661451e-04  2.9661451e-04 -1.7482025e+00  6.7510048e-06  6.7744161e-06  5.0000439e-01 -8.8284984e-03 
 2.9666451e-04  2.9666451e-04 -1.7327273e+00  6.6096180e-06  6.6325385e-06  5.0000430e-01 -8.7503467e-03 
 2.9671451e-04  2.9671451e-04 -1.7168247e+00  6.4685084e-06  6.4909391e-06  5.0000421e-01 -8.6700360e-03 
 2.9676451e-04  2.9676451e-04 -1.7004984e+00  6.3276921e-06  6.3496340e-06  5.0000412e-01 -8.5875862e-03 
 2.9681451e-04  2.9681451e-04 -1.6837526e+00  6.1871862e-06  6.2086404e-06  5.0000402e-01 -8.5030175e-03 
 2.9686451e-04  2.9686451e-04 -1.6665913e+00  6.0470087e-06  6.0679762e-06  5.0000393e-01 -8.4163509e-03 
 2.9691451e-04  2.9691451e-04 -1.6490188e+00  5.9071783e-06  5.9276605e-06  5.0000384e-01 -8.3276077e-03 
 2.9696451e-04  2.9696451e-04 -1.6310395e+00  5.7677152e-06  5.7877132e-06  5.0000375e-01 -8.2368098e-03 
 2.9701451e-04  2.9701451e-04 -1.6126577e+00  5.6286404e-06  5.6481556e-06  5.0000366e-01 -8.1439797e-03 
 2.9706451e-04  2.9706451e-04 -1.5938780e+00  5.4899761e-06  5.5090101e-06  5.0000357e-01 -8.0491402e-03 
 2.9711451e-04  2.9711451e-04 -1.5747050e+00  5.3517460e-06  5.3703001e-06  5.0000348e-01 -7.9523147e-03 
 2.9716451e-04  2.9716451e-04 -1.5551435e+00  5.2139748e-06  5.2320507e-06  5.0000339e-01 -7.8535271e-03 
 2.9721451e-04  2.9721451e-04 -1.5351984e+00  5.0766888e-06  5.0942881e-06  5.0000330e-01 -7.7528019e-03 
 2.9726451e-04  2.9726451e-04 -1.5148744e+00  4.9399156e-06  4.9570402e-06  5.0000321e-01 -7.6501638e-03 
 2.9731451e-04  2.9731451e-04 -1.4941766e+00  4.8036846e-06  4.8203362e-06  5.0000312e-01 -7.5456381e-03 
 2.9736451e-04  2.9736451e-04 -1.4731102e+00  4.6680265e-06  4.6842073e-06  5.0000304e-01 -7.4392508e-03 
 2.9741451e-04  2.9741451e-04 -1.4516803e+00  4.5329742e-06  4.5486861e-06  5.0000295e-01 -7.3310279e-03 
 2.9746451e-04  2.9746451e-04 -1.4298922e+00  4.3985619e-06  4.4138073e-06  5.0000286e-01 -7.2209963e-03 
 2.9751451e-04  2.9751451e-04 -1.4077514e+00  4.2648261e-06  4.2796072e-06  5.0000277e-01 -7.1091831e-03 
 2.9756451e-04  2.9756451e-04 -1.3852632e+00  4.1318052e-06  4.1461246e-06  5.0000269e-01 -6.9956158e-03 
 2.9761451e-04  2.9761451e-04 -1.3624332e+00  3.9995396e-06  4.0133999e-06  5.0000260e-01 -6.8803225e-03 
 2.9766451e-04  2.9766451e-04 -1.3392670e+00  3.8680721e-06  3.8814760e-06  5.0000252e-01 -6.7633316e-03 
 2.9771451e-04  2.9771451e-04 -1.3157704e+00  3.7374477e-06  3.7503982e-06  5.0000243e-01 -6.6446720e-03 
 2.9776451e-04  2.9776451e-04 -1.2919491e+00  3.6077139e-06  3.6202141e-06  5.0000235e-01 -6.5243730e-03 
 2.9781451e-04  2.9781451e-04 -1.2678091e+00  3.4789207e-06  3.4909738e-06  5.0000226e-01 -6.4024643e-03 
 2.9786451e-04  2.9786451e-04 -1.2433563e+00  3.3511206e-06  3.3627301e-06  5.0000218e-01 -6.2789759e-03 
 2.9791451e-04  2.9791451e-04 -1.2185966e+00  3.2243691e-06  3.2355385e-06  5.0000210e-01 -6.1539383e-03 
 2.9796451e-04  2.9796451e-04 -1.1935363e+00  3.0987243e-06  3.1094576e-06  5.0000202e-01 -6.0273823e-03 
 2.9801451e-04  2.9801451e-04 -1.1681816e+00  2.9742473e-06  2.9845486e-06  5.0000193e-01 -5.8993393e-03 
 2.9806451e-04  2.9806451e-04 -1.1425386e+00  2.8510024e-06  2.8608758e-06  5.0000185e-01 -5.7698407e-03 
 2.9811451e-04  2.9811451e-04 -1.1166136e+00  2.7290567e-06  2.7385068e-06  5.0000178e-01 -5.6389185e-03 
 2.9816451e-04  2.9816451e-04 -1.0904132e+00  2.6084807e-06  2.6175123e-06  5.0000170e-01 -5.5066051e-03 
 2.9821451e-04  2.9821451e-04 -1.0639438e+00  2.4893482e-06  2.4979662e-06  5.0000162e-01 -5.3729330e-03 
 2.9826451e-04  2.9826451e-04 -1.0372118e+00  2.3717361e-06  2.3799459e-06  5.0000154e-01 -5.2379353e-03 
 2.9831451e-04  2.9831451e-04 -1.0102239e+00  2.2557249e-06  2.2635320e-06  5.0000147e-01 -5.1016453e-03 
 2.9836451e-04  2.9836451e-04 -9.8298674e-01  2.1413984e-06  2.1488086e-06  5.0000139e-01 -4.9640966e-03 
 2.9841451e-04  2.9841451e-04 -9.5550706e-01  2.0288437e-06  2.0358632e-06  5.0000132e-01 -4.8253231e-03 
 2.9846451e-04  2.9846451e-04 -9.2779161e-01  1.9181515e-06  1.9247867e-06  5.0000125e-01 -4.6853591e-03 
 2.9851451e-04  2.9851451e-04 -8.9984725e-01  1.8094156e-06  1.8156734e-06  5.0000118e-01 -4.5442391e-03 
 2.9856451e-04  2.9856451e-04 -8.7168086e-01  1.7027332e-06  1.7086208e-06  5.0000111e-01 -4.4019979e-03 
 2.9861451e-04  2.9861451e-04 -8.4329940e-01  1.5982050e-06  1.6037296e-06  5.0000104e-01 -4.2586706e-03 
 2.9866451e-04  2.9866451e-04 -8.1470987e-01  1.4959342e-06  1.5011039e-06  5.0000097e-01 -4.1142927e-03 
 2.9871451e-04  2.9871451e-04 -7.8591932e-01  1.3960274e-06  1.4008502e-06  5.0000091e-01 -3.9688996e-03 
 2.9876451e-04  2.9876451e-04 -7.5693486e-01  1.2985936e-06  1.3030783e-06  5.0000084e-01 -3.8225273e-03 
 2.9881451e-04  2.9881451e-04 -7.2776363e-01  1.2037447e-06  1.2079001e-06  5.0000078e-01 -3.6752120e-03 
 2.9886451e-04  2.9886451e-04 -6.9841284e-01  1.1115943e-06  1.1154299e-06  5.0000072e-01 -3.5269898e-03 
 2.9891451e-04  2.9891451e-04 -6.6888973e-01  1.0222583e-06  1.0257838e-06  5.0000066e-01 -3.3778975e-03 
 2.9896451e-04  2.9896451e-04 -6.3920158e-01  9.3585393e-07  9.3907944e-07  5.0000061e-01 -3.2279718e-03 
 2.9901451e-04  2.9901451e-04 -6.0935571e-01  8.5249953e-07  8.5543569e-07  5.0000055e-01 -3.0772497e-03 
 2.9906451e-04  2.9906451e-04 -5.7935949e-01  7.7231413e-07  7.7497195e-07  5.0000050e-01 -2.9257683e-03 
 2.9911451e-04  2.9911451e-04 -5.4922033e-01  6.9541689e-07  6.9780779e-07  5.0000045e-01 -2.7735651e-03 
 2.9916451e-04  2.9916451e-04 -5.1894566e-01  6.2192657e-07  6.2406236e-07  5.0000040e-01 -2.6206776e-03 
 2.9921451e-04  2.9921451e-04 -4.8854294e-01  5.5196090e-07  5.5385382e-07  5.0000036e-01 -2.4671436e-03 
 2.9926451e-04  2.9926451e-04 -4.5801968e-01  4.8563600e-07  4.8729869e-07  5.0000032e-01 -2.3130008e-03 
 2.9931451e-04  2.9931451e-04 -4.2738341e-01  4.2306568e-07  4.2451119e-07  5.0000028e-01 -2.1582874e-03 
 2.9936451e-04  2.9936451e-04 -3.9664170e-01  3.6436080e-07  3.6560253e-07  5.0000024e-01 -2.0030415e-03 
 2.9941451e-04  2.9941451e-04 -3.6580211e-01  3.0962849e-07  3.1068023e-07  5.0000020e-01 -1.8473014e-03 
 2.9946451e-04  2.9946451e-04 -3.3487227e-01  2.5897148e-07  2.5984738e-07  5.0000017e-01 -1.6911055e-03 
 2.9951451e-04  2.9951451e-04 -3.0385981e-01  2.1248737e-07  2.1320191e-07  5.0000014e-01 -1.5344924e-03 
 2.9956451e-04  2.9956451e-04 -2.7277237e-01  1.7026787e-07  1.7083585e-07  5.0000011e-01 -1.3775008e-03 
 2.9961451e-04  2.9961451e-04 -2.4161763e-01  1.3239815e-07  1.3283468e-07  5.0000009e-01 -1.2201692e-03 
 2.9966451e-04  2.9966451e-04 -2.1040328e-01  9.8956127e-08  9.9276572e-08  5.0000006e-01 -1.0625367e-03 
 2.9971451e-04  2.9971451e-04 -1.7913701e-01  7.0011842e-08  7.0231815e-08  5.0000005e-01 -9.0464196e-04 
 2.9976451e-04  2.9976451e-04 -1.4782654e-01  4.5626859e-08  4.5762187e-08  5.0000003e-01 -7.4652406e-04 
 2.9981451e-04  2.9981451e-04 -1.1647960e-01  2.5853743e-08  2.5920433e-08  5.0000002e-01 -5.8822198e-04 
 2.9986451e-04  2.9986451e-04 -8.5103915e-02  1.0735589e-08  1.0749801e-08  5.0000001e-01 -4.2977477e-04 
 2.9991451e-04  2.9991451e-04 -5.3707235e-02  3.0564026e-10  2.8364747e-10  5.0000000e-01 -2.7122154e-04 
 2.9996451e-04  2.9996451e-04 -2.2297304e-02 -5.4130164e-09 -5.4548599e-09  5.0000000e-01 -1.1260138e-04 
 3.0001451e-04  3.0001451e-04  9.1181294e-03 -6.4076613e-09 -6.4529575e-09  5.0000000e-01  4.6046553e-05 
 3.0006451e-04  3.0006451e-04  4.0531313e-02 -2.6760603e-09 -2.7084032e-09  5.0000000e-01  2.0468313e-04 
 3.0011451e-04  3.0011451e-04  7.1934495e-02  5.7735147e-09  5.7705022e-09  5.0000000e-01  3.6326920e-04 
 3.0016451e-04  3.0016451e-04  1.0331993e-01  1.8922362e-08  1.8964992e-08  5.0000001e-01  5.2176565e-04 
 3.0021451e-04  3.0021451e-04  1.3467987e-01  3.6741520e-08  3.6846004e-08  5.0000002e-01  6.8013338e-04 
 3.0026451e-04  3.0026451e-04  1.6600658e-01  5.9192034e-08  5.9374450e-08  5.0000004e-01  8.3833330e-04 
 3.0031451e-04  3.0031451e-04  1.9729233e-01  8.6225307e-08  8.6501561e-08  5.0000006e-01  9.9632639e-04 
 3.0036451e-04  3.0036451e-04  2.2852941e-01  1.1778353e-07  1.1816933e-07  5.0000008e-01  1.1540737e-03 
 3.0041451e-04  3.0041451e-04  2.5971009e-01  1.5380017e-07  1.5431100e-07  5.0000010e-01  1.3115362e-03 
 3.0046451e-04  3.0046451e-04  2.9082670e-01  1.9420059e-07  1.9485165e-07  5.0000013e-01  1.4686752e-03 
 3.0051451e-04  3.0051451e-04  3.2187155e-01  2.3890259e-07  2.3970882e-07  5.0000016e-01  1.6254518e-03 
 3.0056451e-04  3.0056451e-04  3.5283698e-01  2.8781713e-07  2.8879315e-07  5.0000019e-01  1.7818274e-03 
 3.0061451e-04  3.0061451e-04  3.8371536e-01  3.4084901e-07  3.4200912e-07  5.0000022e-01  1.9377634e-03 
 3.0066451e-04  3.0066451e-04  4.1449906e-01  3.9789756e-07  3.9925569e-07  5.0000026e-01  2.0932213e-03 
 3.0071451e-04  3.0071451e-04  4.4518048e-01  4.5885739e-07  4.6042714e-07  5.0000030e-01  2.2481627e-03 
 3.0076451e-04  3.0076451e-04  4.7575207e-01  5.2361914e-07  5.2541368e-07  5.0000034e-01  2.4025495e-03 
 3.0081451e-04  3.0081451e-04  5.0620627e-01  5.9207012e-07  5.9410227e-07  5.0000039e-01  2.5563436e-03 
 3.0086451e-04  3.0086451e-04  5.3653557e-01  6.6409508e-07  6.6637725e-07  5.0000043e-01  2.7095069e-03 
 3.0091451e-04  3.0091451e-04  5.6673250e-01  7.3957686e-07  7.4212104e-07  5.0000048e-01  2.8620018e-03 
 3.0096451e-04  3.0096451e-04  5.9678958e-01  8.1839703e-07  8.2121482e-07  5.0000053e-01  3.0137905e-03 
 3.0101451e-04  3.0101451e-04  6.2669942e-01  9.0043652e-07  9.0353908e-07  5.0000059e-01  3.1648357e-03 
 3.0106451e-04  3.0106451e-04  6.5645463e-01  9.8557615e-07  9.8897425e-07  5.0000064e-01  3.3151000e-03 
 3.0111451e-04  3.0111451e-04  6.8604787e-01  1.0736972e-06  1.0774012e-06  5.0000070e-01  3.4645465e-03 
 3.0116451e-04  3.0116451e-04  7.1547184e-01  1.1646818e-06  1.1687017e-06  5.0000076e-01  3.6131381e-03 
 3.0121451e-04  3.0121451e-04  7.4471928e-01  1.2584136e-06  1.2627588e-06  5.0000082e-01  3.7608384e-03 
 3.0126451e-04  3.0126451e-04  7.7378296e-01  1.3547778e-06  1.3594575e-06  5.0000088e-01  3.9076107e-03 
 3.0131451e-04  3.0131451e-04  8.0265573e-01  1.4536618e-06  1.4586848e-06  5.0000095e-01  4.0534189e-03 
 3.0136451e-04  3.0136451e-04  8.3133046e-01  1.5549554e-06  1.5603299e-06  5.0000101e-01  4.1982271e-03 
 3.0141451e-04  3.0141451e-04  8.5980006e-01  1.6585508e-06  1.6642849e-06  5.0000108e-01  4.3419995e-03 
 3.0146451e-04  3.0146451e-04  8.8805753e-01  1.7643434e-06  1.7704447e-06  5.0000115e-01  4.4847006e-03 
 3.0151451e-04  3.0151451e-04  9.1609588e-01  1.8722313e-06  1.8787072e-06  5.0000122e-01  4.6262952e-03 
 3.0156451e-04  3.0156451e-04  9.4390819e-01  1.9821160e-06  1.9889733e-06  5.0000129e-01  4.7667484e-03 
 3.0161451e-04  3.0161451e-04  9.7148761e-01  2.0939021e-06  2.1011475e-06  5.0000136e-01  4.9060255e-03 
 3.0166451e-04  3.0166451e-04  9.9882733e-01  2.2074977e-06  2.2151373e-06  5.0000144e-01  5.0440922e-03 
 3.0171451e-04  3.0171451e-04  1.0259206e+00  2.3228140e-06  2.3308540e-06  5.0000151e-01  5.1809144e-03 
 3.0176451e-04  3.0176451e-04  1.0527608e+00  2.4397659e-06  2.4482118e-06  5.0000159e-01  5.3164583e-03 
 3.0181451e-04  3.0181451e-04  1.0793411e+00  2.5582715e-06  2.5671288e-06  5.0000166e-01  5.4506905e-03 
 3.0186451e-04  3.0186451e-04  1.1056552e+00  2.6782524e-06  2.6875262e-06  5.0000174e-01  5.5835779e-03 
 3.0191451e-04  3.0191451e-04  1.1316965e+00  2.7996335e-06  2.8093286e-06  5.0000182e-01  5.7150877e-03 
 3.0196451e-04  3.0196451e-04  1.1574585e+00  2.9223429e-06  2.9324640e-06  5.0000190e-01  5.8451874e-03 
 3.0201451e-04  3.0201451e-04  1.1829350e+00  3.0463121e-06  3.0568635e-06  5.0000198e-01  5.9738450e-03 
 3.0206451e-04  3.0206451e-04  1.2081196e+00  3.1714756e-06  3.1824614e-06  5.0000206e-01  6.1010286e-03 
 3.0211451e-04  3.0211451e-04  1.2330061e+00  3.2977710e-06  3.3091952e-06  5.0000215e-01  6.2267070e-03 
 3.0216451e-04  3.0216451e-04  1.2575884e+00  3.4251388e-06  3.4370052e-06  5.0000223e-01  6.3508491e-03 
 3.0221451e-04  3.0221451e-04  1.2818604e+00  3.5535227e-06  3.5658347e-06  5.0000231e-01  6.4734242e-03 
 3.0226451e-04  3.0226451e-04  1.3058161e+00  3.6828687e-06  3.6956297e-06  5.0000240e-01  6.5944021e-03 
 3.0231451e-04  3.0231451e-04  1.3294496e+00  3.8131259e-06  3.8263390e-06  5.0000248e-01  6.7137531e-03 
 3.0236451e-04  3.0236451e-04  1.3527551e+00  3.9442457e-06  3.9579140e-06  5.0000257e-01  6.8314475e-03 
 3.0241451e-04  3.0241451e-04  1.3757268e+00  4.0761820e-06  4.0903083e-06  5.0000265e-01  6.9474565e-03 
 3.0246451e-04  3.0246451e-04  1.3983591e+00  4.2088913e-06  4.2234782e-06  5.0000274e-01  7.0617513e-03 
 3.0251451e-04  3.0251451e-04  1.4206464e+00  4.3423321e-06  4.3573822e-06  5.0000282e-01  7.1743038e-03 
 3.0256451e-04  3.0256451e-04  1.4425831e+00  4.4764651e-06  4.4919808e-06  5.0000291e-01  7.2850862e-03 
 3.0261451e-04  3.0261451e-04  1.4641639e+00  4.6112531e-06  4.6272367e-06  5.0000300e-01  7.3940711e-03 
 3.0266451e-04  3.0266451e-04  1.4853834e+00  4.7466609e-06  4.7631145e-06  5.0000309e-01  7.5012317e-03 
 3.0271451e-04  3.0271451e-04  1.5062365e+00  4.8826551e-06  4.8995808e-06  5.0000318e-01  7.6065415e-03 
 3.0276451e-04  3.0276451e-04  1.5267179e+00  5.0192040e-06  5.0366037e-06  5.0000327e-01  7.7099746e-03 
 3.0281451e-04  3.0281451e-04  1.5468226e+00  5.1562779e-06  5.1741534e-06  5.0000335e-01  7.8115054e-03 
 3.0286451e-04  3.0286451e-04  1.5665456e+00  5.2938482e-06  5.3122013e-06  5.0000344e-01  7.9111089e-03 
 3.0291451e-04  3.0291451e-04  1.5858822e+00  5.4318882e-06  5.4507204e-06  5.0000353e-01  8.0087604e-03 
 3.0296451e-04  3.0296451e-04  1.6048274e+00  5.5703725e-06  5.5896854e-06  5.0000362e-01  8.1044359e-03 
 3.0301451e-04  3.0301451e-04  1.6233767e+00  5.7092770e-06  5.7290721e-06  5.0000371e-01  8.1981119e-03 
 3.0306451e-04  3.0306451e-04  1.6415254e+00  5.8485789e-06  5.8688576e-06  5.0000380e-01  8.2897651e-03 
 3.0311451e-04  3.0311451e-04  1.6592691e+00  5.9882567e-06  6.0090202e-06  5.0000390e-01  8.3793730e-03 
 3.0316451e-04  3.0316451e-04  1.6766034e+00  6.1282899e-06  6.1495395e-06  5.0000399e-01  8.4669134e-03 
 3.0321451e-04  3.0321451e-04  1.6935240e+00  6.2686591e-06  6.2903959e-06  5.0000408e-01  8.5523648e-03 
