Time	Current	Time	Current	Time	Current	Time	Current	Time	Current
s	A	s	A	s	A	s	A	s	A
	10 ms		20 ms		30 ms		40 ms		50 ms
1.04536499736071	-6.103515625E-7	1.04921299735099	-4.8828125E-6	1.04904099735143	-3.0517578125E-6	1.04709699735633	-5.79833984375E-6	1.04860299735253	-1.8310546875E-6
1.04545599736048	-1.220703125E-6	1.04931999735072	-6.103515625E-7	1.04914199735117	-9.1552734375E-7	1.04719299735609	-2.13623046875E-6	1.04870399735228	3.35693359375E-6
1.04555999736021	-9.1552734375E-7	1.04941899735047	-5.4931640625E-6	1.04924199735092	-1.220703125E-6	1.04729099735584	-1.8310546875E-6	1.04880499735202	-2.13623046875E-6
1.04566199735996	-3.0517578125E-7	1.04951799735022	-1.8310546875E-6	1.04934199735067	-2.13623046875E-6	1.0473879973556	-2.13623046875E-6	1.04890599735177	-3.662109375E-6
1.0457639973597	-9.1552734375E-7	1.04961699734997	1.220703125E-6	1.04944199735041	-2.13623046875E-6	1.04749599735533	-1.52587890625E-6	1.04900599735151	-3.662109375E-6
1.04586499735944	-9.1552734375E-7	1.04971599734972	-1.8310546875E-6	1.04954299735016	-1.52587890625E-6	1.04759199735508	-1.8310546875E-6	1.04910599735126	-6.103515625E-6
1.04595599735921	-9.1552734375E-7	1.04981499734947	-1.8310546875E-6	1.0496439973499	0	1.04768999735484	-1.220703125E-6	1.04920699735101	-2.13623046875E-6
1.04605999735895	-6.103515625E-7	1.04991499734922	-1.220703125E-6	1.04974399734965	-9.1552734375E-7	1.04778799735459	-2.74658203125E-6	1.04930699735075	-2.74658203125E-6
1.04616199735869	-6.103515625E-7	1.05001399734897	-6.103515625E-7	1.0498449973494	-6.103515625E-7	1.04789599735432	-2.74658203125E-6	1.0494079973505	-3.0517578125E-6
1.04626399735844	-9.1552734375E-7	1.05011299734872	-2.44140625E-6	1.04994499734914	-1.8310546875E-6	1.04799199735407	-1.8310546875E-6	1.04950799735025	-1.220703125E-6
1.04636499735818	-6.103515625E-7	1.05021999734845	-3.96728515625E-6	1.05004499734889	-1.220703125E-6	1.04808999735383	-1.220703125E-6	1.04960899734999	-2.13623046875E-6
1.04645699735795	-6.103515625E-7	1.0503189973482	0	1.05014499734864	-1.52587890625E-6	1.04818799735358	-3.0517578125E-6	1.04970899734974	-3.0517578125E-6
1.04656099735769	-6.103515625E-7	1.05041799734795	-2.44140625E-6	1.05024599734838	-9.1552734375E-7	1.04829599735331	-4.57763671875E-6	1.04980899734949	-3.96728515625E-6
1.04666199735743	-9.1552734375E-7	1.0505169973477	-3.0517578125E-7	1.05034699734813	-2.13623046875E-6	1.04839099735307	-2.44140625E-6	1.04990999734923	-2.74658203125E-6
1.04676399735717	1.52587890625E-6	1.05061699734745	-3.35693359375E-6	1.05044699734788	-1.220703125E-6	1.04848899735282	-3.96728515625E-6	1.05001099734898	-2.44140625E-6
1.04686499735692	-1.220703125E-6	1.05085499734685	1.1871337890625E-4	1.05054799734762	-1.220703125E-6	1.04859699735255	-2.13623046875E-6	1.05011099734872	-2.44140625E-6
1.04695599735669	-6.103515625E-7	1.05098699734651	1.15966796875E-4	1.05064799734737	9.1552734375E-7	1.0486929973523	-2.44140625E-6	1.05021199734847	-3.35693359375E-6
1.04705999735643	-1.220703125E-6	1.05108899734626	1.1627197265625E-4	1.05074899734711	-1.8310546875E-6	1.04879099735206	-2.13623046875E-6	1.05031199734822	-1.8310546875E-6
1.04716199735617	-9.1552734375E-7	1.051189997346	1.129150390625E-4	1.05084899734686	-9.1552734375E-7	1.04888899735181	-1.8310546875E-6	1.05041299734796	-3.35693359375E-6
1.04726299735592	-6.103515625E-7	1.05129099734575	1.1474609375E-4	1.05094899734661	-2.13623046875E-6	1.04899699735154	-2.74658203125E-6	1.05051299734771	-4.57763671875E-6
1.04736499735566	-9.1552734375E-7	1.05139199734549	1.123046875E-4	1.05104999734635	-2.13623046875E-6	1.04909299735129	-1.8310546875E-6	1.05061399734745	-3.96728515625E-6
1.04745599735543	-3.0517578125E-7	1.05149299734524	1.13525390625E-4	1.0511499973461	-2.13623046875E-6	1.04919099735105	-1.8310546875E-6	1.0507149973472	-2.74658203125E-6
1.04755999735517	-1.220703125E-6	1.05159399734498	1.1260986328125E-4	1.05140099734547	1.165771484375E-4	1.0492899973508	-2.44140625E-6	1.05096799734656	1.18408203125E-4
